Binomial,Phenology
Hypericum reflexum,D
Hypocalymma angustifolium,EV
Hypoestes verticillaris,EV
Hypserpa decumbens,EV
Hysterionica jasionoides,EV
Ibervillea sonorae,D
Idesia polycarpa,D
Idiospermum australiense,EV
Ilex anomala,EV
Ilex aquifolium,EV
Ilex arnhemensis,EV
Ilex canariensis,EV
Ilex chinensis,EV
Ilex coriacea,EV
Ilex crenata,EV
Ilex decidua,D
Ilex discolor,EV
Ilex dumosa,EV
Ilex glabra,EV
Ilex goshiensis,EV
Ilex guianensis,EV
Ilex harrisii,EV
Ilex integra,D
Ilex interregima,EV
Ilex laevigata,D
Ilex latifolia,EV
Ilex macfadyenii,EV
Ilex micrococca,D
Ilex mitis,EV
Ilex montana,D
Ilex nitida,EV
Ilex obcordata,EV
Ilex opaca,EV
Ilex pallida,EV
Ilex pedunculosa,EV
Ilex platyphylla,EV
Ilex pseudobuxus,EV
Ilex riedlaei,EV
Ilex rotunda,EV
Ilex sideroxyloides,EV
Ilex skutchii,EV
Ilex sugeroki,EV
Ilex theezans,EV
Ilex valerii,EV
Ilex verticillata,D
Ilex vomitoria,EV
Illicium anisatum,EV
Illicium henryi,EV
Illicium religiosum,EV
Indigofera linnaei,EV
Inga acreana,EV
Inga acrocephala,EV
Inga acuminata,EV
Inga aestuariorum,EV
Inga alata,EV
Inga alba,EV
Inga auristellae,EV
Inga bourgoni,EV
Inga bourgonii,EV
Inga brachyrhachis,EV
Inga brachystachya,EV
Inga capitata,EV
Inga cayennensis,EV
Inga chartacea,EV
Inga ciliata,EV
Inga cinnamomea,EV
Inga cocleensis,EV
Inga cordatoalata,EV
Inga coruscans,EV
Inga densiflora,EV
Inga disticha,EV
Inga edulis,EV
Inga fagifolia,D
Inga glomeriflora,EV
Inga goldmanii,EV
Inga gracilifolia,EV
Inga gracilior,EV
Inga hayesii,EV
Inga heterophylla,EV
Inga ilta,EV
Inga jinicuil,EV
Inga laurina,EV
Inga leiocalycina,EV
Inga macrantha,EV
Inga macrophylla,EV
Inga marginata,EV
Inga mathewsiana,EV
Inga microcoma,EV
Inga minutula,EV
Inga mortoniana,EV
Inga mucuna,EV
Inga multijuga,EV
Inga multinervis,EV
Inga nobilis,EV
Inga oerstediana,EV
Inga pauciflora,EV
Inga pavoniana,EV
Inga pezizifera,EV
Inga pilosula,EV
Inga poeppigiana,EV
Inga pruriens,EV
Inga psittacorum,EV
Inga punctata,EV
Inga quadrangularis,EV
Inga quaternata,EV
Inga rubiginosa,EV
Inga ruiziana,EV
Inga rusbyi,EV
Inga sapindoides,EV
Inga sarayacuensis,EV
Inga sertulifera,EV
Inga spectabilis,EV
Inga splendens,EV
Inga stipulacea,EV
Inga stipularis,EV
Inga striata,EV
Inga suaveolens,EV
Inga tenuistipula,EV
Inga tessmannii,EV
Inga thibaudiana,EV
Inga tocacheana,EV
Inga tonduzii,EV
Inga umbellifera,EV
Inga umbratica,EV
Inga velutina,EV
Inga vera,EV
Inga vismiifolia,EV
Inga yacoana,EV
Inhambanella henriquezii,EV
Intsia bijuga,D_EV
Ipomoea wolcottiana,D
Iresine arbuscula,EV
Iriartea deltoidea,EV
Irvingia gabonensis,EV
Irvingia grandifolia,D
Irvingia robur,EV
Iryanthera hostmannii,EV
Iryanthera juruensis,EV
Iryanthera laevis,EV
Iryanthera lancifolia,EV
Iryanthera macrophylla,EV
Iryanthera olacoides,EV
Iryanthera paraensis,EV
Iryanthera sagotiana,EV
Iryanthera ulei,EV
Isoberlinia angolensis,D
Isoberlinia doka,D
Isoberlinia scheffleri,D
Isocoma menziesii,EV
Isoglossa ciliata,EV
Isolona congolana,EV
Isolona thonneri,EV
Isopogon anemonifolius,EV
Isopogon anethifolius,EV
Isopogon petiolaris,EV
Itea virginica,D
Ixonanthes reticulata,EV
Ixora alba,EV
Ixora beckleri,EV
Ixora biflora,EV
Ixora coccinea,EV
Ixora congesta,EV
Ixora ferrea,EV
Ixora grandifolia,EV
Ixora killipii,EV
Ixora nicaraguensis,EV
Ixora panurensis,EV
Jacaranda copaia,D
Jacaranda glabra,D
Jacaranda obtusifolia,D
Jacaratia dolichaula,EV
Jacaratia spinosa,EV
Jacksonia floribunda,EV
Jacquinia arborea,EV
Jacquinia berteroi,EV
Jacquinia revoluta,EV
Jacquinia umbellata,EV
Jagera pseudorhus,EV
Jasminum dallachii,EV
Jasminum fruticans,EV
Jasminum odoratissimum,EV
Jatropha divaricata,EV
Jatropha gaumeri,EV
Jodina rhombifolia,EV
Jovellana violacea,EV
Juglans ailanthifolia,D
Juglans australis,D
Juglans californica,D
Juglans cinerea,D
Juglans nigra,D
Juglans regia,D
Julbernardia globiflora,EV
Julbernardia seretii,EV
Junellia echegarayi,EV
Junellia erinacea,EV
Junellia ligustrina,EV
Junellia minutifolia,EV
Junellia seriphioides,EV
Junellia succulentifolia,EV
Junellia thymifolia,EV
Junellia tridactylites,EV
Junellia tridens,EV
Juniperus communis,EV
Juniperus oxycedrus,EV
Juniperus phoenicea,EV
Juniperus virginiana,D
Kadsura japonica,EV
Kageneckia oblonga,EV
Kalanchoe daigremontiana,EV
Kalmia angustifolia,EV
Kalmia latifolia,EV
Kalmia polifolia,EV
Kalopanax pictus,D
Kalopanax septemlobus,D
Kandelia candel,EV
Khaya anthotheca,EV
Khaya ivorensis,EV
Khaya nyasica,EV
Khaya senegalensis,EV
Kielmeyera coriacea,EV
Kigelia pinnata,D
Kiggelaria africana,EV
Kirkia tenuifolia,D
Klaineanthus gaboniae,EV
Klainedoxa gabonensis,EV
Klarobelia candida,EV
Klarobelia napoensis,EV
Knema cinerea,EV
Knema furfuracea,EV
Knema latericia,EV
Knightia excelsa,EV
Koanophyllon wetmorei,EV
Koelreuteria paniculata,D
Korthalsella clavata,EV
Krascheninnikovia ceratoides,EV
Krugiodendron ferreum,EV
Krukoviella obovata,EV
Kunzea capitata,EV
Kunzea ericoides,EV
Laburnum anagyroides,D
Lacistema aggregatum,EV
Lacistema grandifolium,EV
Lacistema nena,EV
Lacmellea panamensis,EV
Lacunaria crenata,EV
Lacunaria panamensis,EV
Laetia procera,EV
Laetia thamnia,EV
Lafoensia punicifolia,EV
Lagerstroemia indica,D
Lagerstroemia parviflora,D
Lagerstroemia speciosa,D
Laguncularia racemosa,EV
Lambertia formosa,EV
Lannea acida,D
Lannea alata,D
Lannea coromandelica,D
Lannea schimperi,D
Lannea stuhlmannii,D
Lannea triphylla,D
Lansium domesticum,EV
Lantana camara,EV
Lantana involucrata,EV
Laplacea haematoxylon,EV
Laplacea portoricensis,EV
Lardizabala biternata,EV
Larix chinensis,D
Larix czekanowskii,D
Larix dahurica,D
Larix decidua,D
Larix eurolepis,D
Larix farreri,D
Larix glauca,D
Larix gmelinii,D
Larix griffithi,D
Larix griffithiana,D
Larix griffithii,D
Larix himalaica,D
Larix kaempferi,D
Larix laricina,D
Larix leptolepis,D
Larix lyallii,D
Larix marschlinsii,D
Larix mastersiana,D
Larix nobilis,D
Larix occidentalis,D
Larix olgensis,D
Larix potaninii,D
Larix rossica,D
Larix sibirica,D
Larix speciosa,D
Larix sukaczewii,D
Larrea cuneifolia,EV
Larrea divaricata,EV
Larrea nitida,EV
Larrea tridentata,EV
Lasianthus fordii,EV
Lasianthus kilimandscharicus,EV
Lasianthus strigosus,EV
Lasiococca comberi,EV
Lasiodiscus mannii,EV
Lasiopetalum ferrugineum,EV
Lathyrus pratensis,D
Launaea arborescens,EV
Laurelia novae-zelandiae,EV
Laurelia philippiana,EV
Laurelia sempervirens,EV
Laureliopsis philippiana,EV
Laurocerasus ilicifolia,EV
Laurus azorica,EV
Laurus javitensis,EV
Laurus nobilis,EV
Lavandula dentata,EV
Lavandula latifolia,EV
Lavandula multifida,EV
Lavandula stoechas,EV
Leandra dichotoma,EV
Leandra rufescens,EV
Lecaniodiscus cupanioides,EV
Lecaniodiscus fraxinifolius,EV
Lecointea amazonica,EV
Lecointea peruviana,EV
Lecythis ampla,D
Lecythis confertiflora,EV
Lecythis corrugata,EV
Lecythis idatimon,D_EV
Lecythis usitata,D
Ledum groenlandicum,EV
Ledum palustre,EV
Leea indica,EV
Legnephora moorei,EV
Leionema elatius,EV
Lenwebbia prominens,EV
Leonardoxa romii,EV
Leonia glycycarpa,EV
Lepechinia calycina,D
Lepechinia speciosa,EV
Lepidocordia punctata,EV
Leptaulus daphnoides,EV
Leptomeria acida,EV
Leptonychia usambarensis,EV
Leptospermum attenuatum,EV
Leptospermum continentale,EV
Leptospermum divaricatum,EV
Leptospermum ellipticum,EV
Leptospermum flavescens,EV
Leptospermum glaucescens,EV
Leptospermum juniperinum,EV
Leptospermum laevigatum,EV
Leptospermum lanigerum,EV
Leptospermum myrsinoides,EV
Leptospermum nitidum,EV
Leptospermum obovatum,EV
Leptospermum parvifolium,EV
Leptospermum petersonii,EV
Leptospermum polygalifolium,EV
Leptospermum rotundifolium,EV
Leptospermum rupestre,EV
Leptospermum scoparium,EV
Leptospermum squarrosum,EV
Leptospermum trinervium,EV
Lespedeza davurica,D
Lettowianthus stellatus,EV
Leucadendron arcuatum,EV
Leucadendron brunioides,EV
Leucadendron coniferum,EV
Leucadendron corymbosum,EV
Leucadendron foedum,EV
Leucadendron lanigerum,EV
Leucadendron laureolum,EV
Leucadendron pubescens,EV
Leucadendron salignum,EV
Leucadendron xanthoconus,EV
Leucaena leucocephala,EV
Leucaena multicapitula,EV
Leucocroton microphyllus,EV
Leucogenes leontopodium,EV
Leucopogon amplexicaulis,EV
Leucopogon appressus,EV
Leucopogon colensoi,EV
Leucopogon conostephioides,EV
Leucopogon esquamatus,EV
Leucopogon fasciculatus,EV
Leucopogon fraseri,EV
Leucopogon juniperinus,EV
Leucopogon lanceolatus,EV
Leucopogon oxycedrus,EV
Leucopogon verticillatus,EV
Leucospermum conocarpodendron,EV
Leucospermum cordifolium,EV
Leucospermum hypophyllocarpodendron,EV
Leucothoe intermedia,EV
Leucothoe racemosa,D
Leucothoe recurva,D
Licania alba,EV
Licania arborea,EV
Licania britteniana,EV
Licania caudata,EV
Licania densiflora,EV
Licania glabriflora,EV
Licania grisea,EV
Licania guianensis,EV
Licania harlingii,EV
Licania heteromorpha,EV
Licania hypoleuca,EV
Licania imene,EV
Licania krukovii,EV
Licania lata,EV
Licania latifolia,EV
Licania longistyla,EV
Licania macrophylla,EV
Licania membranacea,EV
Licania michelli,EV
Licania micrantha,EV
Licania octandra,EV
Licania pallida,EV
Licania paniculata,EV
Licania parvifructa,EV
Licania platypus,EV
Licania reticulata,EV
Licania rufescens,EV
Licania silvae,EV
Licania tambopatensis,EV
Licania triandra,EV
Licania urceolaris,EV
Licaria brasiliensis,EV
Licaria camara,EV
Licaria canella,EV
Licaria coriacea,EV
Licaria parvifolia,EV
Licaria sarapiquensis,EV
Licaria triandra,EV
Licaria velutina,EV
Ligusticum huteri,EV
Ligustrum compactum,EV
Ligustrum japonicum,EV
Ligustrum lucidum,EV
Ligustrum quihoui,D
Ligustrum sinense,EV
Ligustrum vulgare,EV
Limonium insigne,EV
Limonium migjornense,EV
Lindackeria laurina,EV
Lindackeria mildbraedii,D
Lindackeria paludosa,EV
Lindera angustifolia,D
Lindera benzoin,D
Lindera communis,EV
Lindera erythrocarpa,D
Lindera formosana,D
Lindera glauca,D
Lindera megaphylla,EV
Lindera nacusua,EV
Lindera pulcherrima,EV
Linociera caribaea,EV
Liquidambar formosana,D
Liquidambar styraciflua,D
Liriodendron tulipifera,D
Lissanthe strigosa,EV
Litchi chinensis,EV
Lithocarpus cleistocarpus,EV
Lithocarpus edulis,EV
Lithocarpus fohaiensis,EV
Lithocarpus havilandii,EV
Lithraea caustica,EV
Lithraea molleoides,EV
Lithraea ternifolia,EV
Litsea acuminata,EV
Litsea australis,EV
Litsea calicaris,EV
Litsea coreana,EV
Litsea cubeba,D
Litsea dilleniifolia,EV
Litsea glutinosa,EV
Litsea japonica,EV
Litsea leefeana,EV
Litsea reticulata,EV
Livistona australis,EV
Lobopogon ericoides,EV
Loiseleuria procumbens,EV
Lomatia arborescens,EV
Lomatia dentata,EV
Lomatia ferruginea,EV
Lomatia hirsuta,EV
Lomatia myricoides,EV
Lomatia obliqua,EV
Lomatia silaifolia,EV
Lonchocarpus capassa,D
Lonchocarpus cruentus,EV
Lonchocarpus dipteroneurus,D
Lonchocarpus guatemalensis,D
Lonchocarpus heptaphyllus,EV
Lonchocarpus latifolius,EV
Lonchocarpus laxiflorus,EV
Lonchocarpus nelsii,EV
Lonchocarpus oliganthus,D
Lonchocarpus pentaphyllus,D
Lonchocarpus sericeus,D
Lonchocarpus velutinus,EV
Lonicera alpigena,D
Lonicera bella,D
Lonicera caerulea,D
Lonicera chrysantha,D
Lonicera etrusca,D_EV
Lonicera glaucescens,D
Lonicera involucrata,D
Lonicera maackii,D
Lonicera nigra,D
Lonicera periclymenum,D
Lonicera praeflorens,D
Lonicera ruprechtiana,D
Lonicera semenovii,D
Lonicera tatarica,D
Lonicera xylosteum,D
Lophira lanceolata,EV
Lophomyrtus obcordata,EV
Lophopetalum beccarianum,EV
Lophostemon confertus,EV
Lophostemon lactifluus,EV
Loricaria ilinissae,EV
Lotus hirsutus,D_EV
Lotus scoparius,D
Lotus spectabilis,D
Lozania klugii,EV
Lozania pittieri,EV
Ludekia borneensis,EV
Ludia mauritiana,D
Luehea cymulosa,D
Luehea seemannii,EV
Luehea speciosa,EV
Luma apiculata,EV
Lumnitzera littorea,EV
Lumnitzera racemosa,EV
Lunania mexicana,EV
Lunania parviflora,D
Luvunga heterophylla,EV
Lycianthes maxonii,EV
Lycium ameghinoi,D
Lycium chilense,D
Lycium cuneatum,EV
Lycium intricatum,EV
Lycium schweinfurthii,D
Lyonia ferruginea,EV
Lyonia jamaicensis,EV
Lyonia ligustrina,D
Lyonia lucida,EV
Lyonia mariana,D
Lyonia ovalifolia,D
Lyonia rubiginosa,EV
Lyonothamnus floribundus,EV
Lysiana murrayi,EV
Lysiana subfalcata,EV
Lysiloma latisiliquum,D
Maackia amurensis,D
Mabea maynensis,EV
Mabea nitida,EV
Mabea occidentalis,EV
Mabea superbrondu,EV
Macadamia tetraphylla,EV
Macairea rufescens,EV
Macaranga barteri,EV
Macaranga beccariana,EV
Macaranga capensis,EV
Macaranga conglomerata,EV
Macaranga gigantea,EV
Macaranga heynei,EV
Macaranga hosei,EV
Macaranga hullettii,EV
Macaranga hypoleuca,EV
Macaranga indistincta,EV
Macaranga kilimandscharica,EV
Macaranga lamellata,EV
Macaranga lowii,EV
Macaranga pearsonii,EV
Macaranga tanarius,EV
Macaranga trachyphylla,EV
Macaranga triloba,EV
Macaranga winkleri,EV
Macfadyena unguis-cati,EV
Macfadyena unguiscati,EV
Machaerium acutifolium,D
Machaerium arboreum,EV
Machaerium floribundum,EV
Machaerium kegelii,EV
Machaonia portoricensis,D
Machilus japonica,EV
Machilus pingii,EV
Machilus tenuipilis,EV
Machilus thunbergii,EV
Maclura brasiliensis,D
Maclura cochinchinensis,EV
Maclura pomifera,D
Maclura tinctoria,D
Maclura tricuspidata,D
Macrocnemum glabrescens,EV
Macrocnemum roseum,EV
Macrolobium angustifolium,EV
Macrolobium costaricense,EV
Macrolobium limbatum,EV
Macrozamia communis,EV
Madhuca indica,D
Madhuca korthalsii,EV
Maerua angolensis,EV
Maerua edulis,EV
Maerua endlichii,EV
Maerua kirkii,EV
Maerua triphylla,EV
Maesa japonica,EV
Maesa lanceolata,EV
Maesa montana,EV
Maesa tenera,EV
Magnolia acuminata,D
Magnolia denudata,D
Magnolia fraseri,D
Magnolia grandiflora,EV
Magnolia macrophylla,D
Magnolia obovata,D
Magnolia portoricensis,EV
Magnolia schiedeana,EV
Magnolia splendens,EV
Magnolia tripetala,D
Magnolia virginiana,EV
Maieta guianensis,EV
Maireana aphylla,D
Maireana appressa,EV
Maireana astrotricha,EV
Maireana brevifolia,EV
Maireana decalvans,EV
Maireana integra,EV
Maireana microphylla,EV
Maireana pentatropis,EV
Maireana pyramidata,EV
Maireana sclerolaenoides,EV
Maireana sedifolia,EV
Maireana triptera,EV
Maireana villosa,EV
Malacantha alnifolia,EV
Mallotus barbatus,EV
Mallotus discolor,EV
Mallotus japonicus,D
Mallotus mollissimus,EV
Mallotus nesophilus,EV
Mallotus paniculatus,EV
Mallotus philippensis,EV
Mallotus wrayi,EV
Malmea depressa,EV
Malmea dielsiana,EV
Malpighia glabra,EV
Malpighia romeroana,EV
Malus baccata,D
Malus coronaria,D
Malus domestica,D
Malus fusca,D
Malus pumila,D
Malus sylvestris,D
Mammea africana,EV
Mammea americana,EV
Mangifera foetida,EV
Mangifera indica,EV
Manihot esculenta,EV
Manilkara bidentata,EV
Manilkara fouilloyana,EV
Manilkara hexandra,EV
Manilkara huberi,EV
Manilkara inundata,EV
Manilkara mochisia,EV
Manilkara sansibarensis,EV
Manilkara sideroxylon,EV
Manilkara subsericea,EV
Manilkara sulcata,EV
Manilkara zapota,EV
Maniltoa grandiflora,EV
Mansoa verrucifera,D
Maprounea guianensis,EV
Maquira calophylla,EV
Maquira coriacea,EV
Maquira costaricana,EV
Maquira guianensis,EV
Maranthes glabra,EV
Maranthes panamensis,EV
Marcgravia nepenthoides,EV
Mareya micrantha,EV
Margaritaria discoidea,D
Margaritaria nobilis,EV
Margyricarpus pinnatus,EV
Marila laxiflora,EV
Markhamia obtusifolia,EV
Marlierea eugeniopsoides,EV
Marlierea reitzii,EV
Marlierea schomburgkiana,EV
Marlieriopsis eggersii,EV
Marmaroxylon basijugum,EV
Marsdenia flavescens,EV
Marsdenia liisae,EV
Marsdenia rostrata,EV
Mascagnia macroptera,D
Matayba apetala,EV
Matisia bracteolosa,EV
Matisia cordata,D
Matisia malacocalyx,EV
Matisia obliquifolia,D
Matisia oblongifolia,EV
Mauritia flexuosa,EV
Mayna anelio,EV
Mayna odorata,EV
Mayna parvifolia,D
Mayodendron igneum,D
Maytenus acuminata,EV
Maytenus ala,EV
Maytenus boaria,EV
Maytenus canariensis,EV
Maytenus clarendonensis,EV
Maytenus cunninghamii,EV
Maytenus jamaicensis,EV
Maytenus karstenii,EV
Maytenus macrocarpa,EV
Maytenus magellanica,EV
Maytenus mossambicensis,EV
Maytenus oleoides,EV
Maytenus peduncularis,EV
Maytenus ponceana,EV
Maytenus robusta,EV
Maytenus schippii,EV
Maytenus senegalensis,EV
Maytenus silvestris,EV
Maytenus vitis-idaea,EV
Mecranium purpurascens,EV
Mecranium virgatum,EV
Medicosma cunninghamii,EV
Medicosma sessiliflora,D_EV
Medusandra richardsiana,D
Meiogyne stenopetala,EV
Melaleuca acerosa,EV
Melaleuca bracteosa,EV
Melaleuca lanceolata,EV
Melaleuca leucadendra,EV
Melaleuca linariifolia,EV
Melaleuca nodosa,EV
Melaleuca seriata,EV
Melaleuca sieberi,EV
Melaleuca squarrosa,EV
Melaleuca uncinata,EV
Melaleuca viridiflora,EV
Melastoma affine,EV
Melastoma malabathricum,EV
Melia azedarach,EV
Melichrus urceolatus,EV
Melicope clusiifolia,EV
Melicope denhamii,EV
Melicope elleryana,EV
Melicope hayesii,EV
Melicope micrococca,EV
Melicope peduncularis,EV
Melicope simplex,EV
Melicope vitiflora,EV
Melicope wawraeana,EV
Melicytus alpinus,EV
Melicytus lanceolatus,D
Melicytus macrophyllus,D
Melicytus micranthus,D
Melicytus ramiflorus,D
Meliosma dentata,EV
Meliosma donnellsmithii,EV
Meliosma herbertii,EV
Meliosma rigida,EV
Meliosma squamulata,EV
Meliosma sumatrana,EV
Melochia lupulina,EV
Melodinus australis,EV
Melodorum leichhardtii,EV
Memecylon fragrans,EV
Memecylon laevigatum,EV
Memecylon lateriflorum,EV
Memecylon membranifolium,EV
Memecylon polyanthum,EV
Memecylon sansibaricum,EV
Memora cladotricha,EV
Menodora scabra,EV
Menziesia ferruginea,D
Meriania purpurea,EV
Mespilus germanica,D
Metopium brownei,D
Metrodorea flavida,EV
Metrosideros parkinsonii,EV
Metrosideros polymorpha,EV
Metrosideros robusta,EV
Metrosideros rugosa,EV
Metrosideros umbellata,EV
Metteniusa tessmanniana,EV
Michauxia campanuloides,EV
Michelia compressa,EV
Michelia martinii,EV
Michelia nilagirica,EV
Miconia acinodendron,EV
Miconia affinis,EV
Miconia albicans,EV
Miconia ampla,EV
Miconia appendiculata,EV
Miconia argentea,EV
Miconia argyrophylla,EV
Miconia aulocalyx,EV
Miconia aurea,EV
Miconia borealis,EV
Miconia bubalina,EV
Miconia calvescens,EV
Miconia cazaletii,EV
Miconia cubatanensis,EV
Miconia cuspidata,EV
Miconia decurrens,EV
Miconia dispar,EV
Miconia elata,EV
Miconia ferruginata,EV
Miconia fosteri,EV
Miconia glaberrima,EV
Miconia gracilis,EV
Miconia grandifolia,EV
Miconia hondurensis,EV
Miconia hymenonervia,EV
Miconia impetiolaris,EV
Miconia lacera,EV
Miconia laevigata,EV
Miconia lateriflora,EV
Miconia lepidota,EV
Miconia ligustroides,EV
Miconia lonchophylla,EV
Miconia matthaei,EV
Miconia minutiflora,EV
Miconia multispicata,EV
Miconia napoana,EV
Miconia nervosa,EV
Miconia pilgeriana,EV
Miconia poeppigii,EV
Miconia prasina,EV
Miconia punctata,EV
Miconia purpono,EV
Miconia quadrangularis,EV
Miconia racemosa,EV
Miconia rigidiuscula,EV
Miconia rufostellulata,EV
Miconia schnellii,EV
Miconia sellowiana,EV
Miconia serrulata,EV
Miconia sintenisii,EV
Miconia smaragdina,EV
Miconia splendens,EV
Miconia stevensiana,EV
Miconia subspicata,EV
Miconia ternatifolia,EV
Miconia tetrandra,EV
Miconia tipica,EV
Miconia tonduzii,EV
Miconia trinervia,EV
Miconia triplinervis,EV
Micrandra sprucei,EV
Micrantheum ericoides,EV
Microcos paniculata,EV
Microdesmis caseariifolia,EV
Microglossa densiflora,EV
Micromyrtus sessilis,EV
Micropholis acutangula,EV
Micropholis chrysophylloides,D_EV
Micropholis egensis,EV
Micropholis garciniifolia,EV
Micropholis guyanensis,EV
Micropholis maguirei,EV
Micropholis melinoniana,EV
Micropholis venulosa,EV
Milicia excelsa,EV
Milium tomentosum,D
Millettia drastica,EV
Millettia dura,EV
Millettia griffoniana,EV
Millettia laurentii,EV
Millettia leptobotrya,EV
Mimetes cucullatus,EV
Mimetes fimbriifolius,EV
Mimosa pigra,EV
Mimozyganthus carinatus,D
Mimulus aurantiacus,EV
Mimusops elengi,EV
Mimusops hexandra,EV
Mimusops obovata,EV
Mimusops obtusifolia,EV
Minquartia guianensis,EV
Mirbelia rubiifolia,EV
Mirbelia speciosa,EV
Mischocarpus australis,EV
Mischocarpus lachnocarpus,EV
Mischocarpus pyriformis,EV
Mitragyna parvifolia,D
Mitraria coccinea,EV
Mitrephora maingayi,D
Mitrephora thorelii,EV
Mollinedia killipii,EV
Mollinedia lanceolata,EV
Mollinedia uleana,EV
Mollinedia viridiflora,EV
Monanthotaxis caffra,EV
Moneses uniflora,D
Monnina crepinii,EV
Monocarpia marginalis,EV
Monodora grandidieri,EV
Monodora junodii,EV
Monotoca elliptica,D
Monotoca empetrifolia,EV
Monotoca glauca,EV
Monotoca scoparia,D
Monotoca submutica,EV
Mora excelsa,EV
Mora gonggrijpii,EV
Morella cerifera,EV
Morinda citrifolia,EV
Morinda jasminoides,EV
Morisonia americana,EV
Mortoniodendron guatemalense,EV
Morus alba,D
Morus rubra,D
Mosannona garwoodii,EV
Mosquitoxylum jamaicense,EV
Mouriri chamissoana,EV
Mouriri grandiflora,EV
Mouriri huberi,EV
Mouriri laxiflora,EV
Mouriri myrtilloides,EV
Mouriri nigra,EV
Mouriri oligantha,EV
Mouriri peruviana,EV
Mouriri sagotiana,EV
Mouriri uncitheca,EV
Mouriri vernicosa,EV
Mucuna gigantea,EV
Muehlenbeckia australis,EV
Muehlenbeckia axillaris,EV
Muehlenbeckia chilensis,EV
Muehlenbeckia cunninghamii,D
Muehlenbeckia florulenta,D
Muellerina eucalyptoides,EV
Mundulea sericea,EV
Muntingia calabura,EV
Murraya paniculata,EV
Musanga cecropioides,EV
Musanga smithii,EV
Mussaenda erythrophylla,EV
Mutisia ilicifolia,EV
Mutisia retrorsa,EV
Myoporum acuminatum,EV
Myoporum laetum,EV
Myoporum montanum,EV
Myoporum platycarpum,EV
Myoporum sandwicense,EV
Myoschilos oblongum,D
Myrceugenia campestris,EV
Myrceugenia planipes,EV
Myrceugenia reitzii,EV
Myrcia acuminatissima,EV
Myrcia aliena,EV
Myrcia amazonica,EV
Myrcia coriacea,EV
Myrcia deflexa,EV
Myrcia fallax,EV
Myrcia fosteri,EV
Myrcia gatunensis,EV
Myrcia leptoclada,EV
Myrcia obumbrans,EV
Myrcia platatomen,EV
Myrcia racemosa,EV
Myrcia splendens,EV
Myrcia sylvatica,EV
Myrcianthes cisplatensis,EV
Myrcianthes fragrans,EV
Myrciaria floribunda,EV
Myrica californica,EV
Myrica cerifera,EV
Myrica esculenta,EV
Myrica faya,EV
Myrica gale,D
Myrica rubra,EV
Myricaria squamosa,D
Myriocarpa longipes,D
Myristica gillespieana,EV
Myristica insipida,EV
Myrospermum frutescens,EV
Myroxylon balsamum,EV
Myrsine acrantha,EV
Myrsine africana,EV
Myrsine australis,EV
Myrsine coriacea,EV
Myrsine divaricata,EV
Myrsine emarginata,EV
Myrsine floridana,EV
Myrsine gardneriana,EV
Myrsine juergensenii,EV
Myrsine lessertiana,EV
Myrsine nummularia,EV
Myrsine salicina,EV
Myrsine sandwicensis,EV
Myrsine seguinii,EV
Myrsine variabilis,EV
Myrtus communis,EV
Mystroxylon aethiopicum,EV
Nandina domestica,EV
Napoleonaea imperialis,EV
Nassauvia axillaris,EV
Nassauvia darwinii,EV
Nassauvia fuegiana,EV
Nassauvia nivalis,EV
Nassauvia pentacaenoides,EV
Nassauvia spinosa,EV
Naucleopsis amara,EV
Naucleopsis glabra,EV
Naucleopsis herrerensis,EV
Naucleopsis humilis,EV
Naucleopsis imitans,EV
Naucleopsis krukovii,EV
Naucleopsis naga,EV
Naucleopsis pseudonaga,EV
Naucleopsis ternstroemiiflora,EV
Naucleopsis ulei,EV
Nectandra ambigens,EV
Nectandra antillana,EV
Nectandra cissiflora,EV
Nectandra coriacea,EV
Nectandra cufodontisii,EV
Nectandra cuneato-cordata,EV
Nectandra cuspidata,EV
Nectandra grandiflora,EV
Nectandra grandis,EV
Nectandra heydeana,EV
Nectandra hypoleuca,EV
Nectandra lineata,EV
Nectandra longifolia,EV
Nectandra lundellii,EV
Nectandra megapotamica,EV
Nectandra membranacea,EV
Nectandra oppositifolia,EV
Nectandra patens,EV
Nectandra pulverulenta,EV
Nectandra purpurascens,EV
Nectandra purpurea,EV
Nectandra reticulata,EV
Nectandra turbacensis,EV
Nectandra viburnoides,EV
Nectandra yarinensis,EV
Neea amplifolia,EV
Neea bajio,EV
Neea buxifolia,EV
Neea claudia,EV
Neea comun,EV
Neea delicatula,EV
Neea elegans,EV
Neea floribunda,EV
Neea hermaphrodita,EV
Neea macrophylla,EV
Neea obovata,EV
Neea psychotrioides,EV
Neea supercrasa,EV
Nematolepis squamea,EV
Nemopanthus mucronatus,D
Neobassia proceriflora,EV
Neoboutonia macrocalyx,D
Neolaugeria resinosa,EV
Neolitsea aciculata,EV
Neolitsea australiensis,EV
Neolitsea dealbata,EV
Neolitsea sericea,EV
Neomillspaughia emarginata,EV
Neomyrtus pedunculata,D
Neonauclea artocarpoides,EV
Neonauclea griffithii,EV
Neonauclea tsaiana,EV
Neorudolphia volubilis,EV
Neostrearia fleckeri,EV
Nephelium lappaceum,EV
Nephelium ramboutan-ake,EV
Nephrolepis multiflora,EV
Nerium oleander,EV
Nesogordonia holtzii,EV
Nesogordonia papaverifera,EV
Newbouldia laevis,EV
Newtonia buchananii,EV
Newtonia hildebrandtii,EV
